,Names,Geometry,Address,Lattitude,Longitude,Category,Details
1878,Monument to Ephraim Elmer Ellsworth at Christopher Park,POINT(983753.2719788848 206588.10032497343),"Adjoining Sheridan Square, Christopher, Grove and West 4th Streets",983753.271978885,206588.100324973,Park,Dedicated 1936
1879,Monument to John Cashmore Marker at Columbus Park,POINT(987108.6074597985 191944.67849639055),"To the right of entrance to New York State Supreme Court Bldg., at Montague and Court Sts.",987108.607459798,191944.678496391,Park,Dedicated 1965
1880,Monument to John Finley Walk at Carl Schurz Park,POINT(999960.4167298824 221390.71343623105),Silhouette A on elevated walk near East 86th Street and Silhouette B at East 81st Street Pedestrian Bridge; Elevated walk over East River Drive,999960.416729882,221390.713436231,Park,"Dedicated July 1, 1941"
1881,Monument to Abraham Lincoln at Grand Army Plaza,POINT(992585.3173068912 184464.94640864432),"Soldiers and Sailors Memorial Arch, west pier, inside archway",992585.317306891,184464.946408644,Park,Dedicated 1901
1882,Monument to George Washington as Master Mason at Flushing Meadows / Corona Park,POINT(1027948.9030756354 212199.4601652324),,1027948.90307564,212199.460165232,Park,"Dedicated June 3, 1967"
1883,Monument to Liberty Flagstaff at City Hall Park,POINT(982406.5141737164 199079.2262351364),"Near Broadway, under a tree, west side of City Hall Building",982406.514173716,199079.226235136,Park,"Dedicated June 14, 1921"
1884,Monument to Lafayette Memorial at Prospect Park,POINT(990745.0207906364 181364.00674439967),9th Street entrance,990745.020790636,181364.0067444,Park,"Dedicated May 10, 1917"
1885,Monument to Freedom Square Memorial at Freedom Triangle,POINT(1003152.569138214 193309.2909246385),Bushwick and Myrtle Avenues,1003152.56913821,193309.290924639,Park,Dedicated 1921
1886,Monument to Lieutenant George W. Lener Memorial at Clove Lakes Park,POINT(950996.2111808062 165899.6862951368),"northwest of intersection of Slosson and Martling Avenues, near Brookside Pond",950996.211180806,165899.686295137,Park,Dedicated ca. 1995
1887,Monument to Henry Hudson Memorial at Henry Hudson Parkway,POINT(1006826.3137592226 260752.67080138624),Henry Hudson Parkway and 227th Street,1006826.31375922,260752.670801386,Park,Dedicated 1939 (figure and panels)
1888,Monument to Private David W. Gentle Memorial Flagstaff at Graham Square Park,POINT(1004633.7466220558 235039.1224910617),"East 139th Street, Morris Avenue, and Third Avenue",1004633.74662206,235039.122491062,Park,Dedicated 1950
1889,Monument to Joseph H. Lyons at Joseph H. Lyons Playground,POINT(963506.285898134 171603.44719730318),Wall of pool building,963506.285898134,171603.447197303,Park,"Dedicated May 28, 1938"
1890,Monument to The Horse Tamers at Prospect Park,POINT(992101.3117132188 176669.1536013037),Coney Island Avenue at Park Circle Entrance,992101.311713219,176669.153601304,Park,Dedicated 1899
1891,Monument to Chief Nimham Memorial at Van Cortlandt Park,POINT(1019213.0409542172 266945.7158299833),238th Street and Oneida Avenue,1019213.04095422,266945.715829983,Park,"Dedicated June 14, 1906"
1892,Monument to Peter Cooper at Cooper Park,POINT(986828.2664850504 204808.727571398),Bowery & 7th Street; Not presently accessible; under construction.,986828.26648505,204808.727571398,Park,"Dedicated May 29, 1897"
1893,Monument to Cobble Hill Historic District Plaque at Cobble Hill Park,POINT(985466.3712429702 189967.377332896),"Clinton and Congress Streets, and Verandah Place",985466.37124297,189967.377332896,Park,Dedicated 1971
1894,Monument to Highest Natural Point in Manhattan at Bennett Park,POINT(1001319.9451788068 250030.56462097168),"Fort Washington Avenue, W. 183rd Street",1001319.94517881,250030.564620972,Park,Dedicated nan
1895,Monument to John Paul Jones at John Paul Jones Park,POINT(974824.7550590484 161999.4624683112),"Ft. Hamilton Pkwy., 101 Street, Shore Pkwy.",974824.755059048,161999.462468311,Park,"Dedicated October 27, 1980"
1896,Monument to John Merven Carrere Memorial at Riverside Park,POINT(991335.655764222 229981.541070804),Riverside Drive at 99th Street,991335.655764222,229981.541070804,Park,Dedicated 1919
1897,Monument to J. Wesley Drumm Park at J. Wesley Drumm Park,POINT(1015240.6325604768 194051.5286133885),Cypress Hills Street and Cooper Avenue,1015240.63256048,194051.528613389,Park,Dedicated 1932
1898,Monument to Ralph Ellison Memorial at Riverside Park,POINT(998150.3747463076 241772.4738537222),150th Street and Riverside Drive,998150.374746308,241772.473853722,Park,"Dedicated May 1, 2003"
1899,Monument to Arthur Cunningham Flagstaff at Cunningham Park,POINT(1046802.683281392 204384.68412815037),Grand Central Parkway,1046802.68328139,204384.68412815,Park,Dedicated 1941
1900,Monument to Dancing Goat at Central Park,POINT(992027.971636802 218823.4209986478),Central Park Wildlife Center; niche at east end of southern exterior wall,992027.971636802,218823.420998648,Park,Dedicated 1937
1901,Monument to José Bonifacio de Andrada e Silva at Bryant Park,POINT(988462.0434012264 213899.9741526395),Avenue of the Americas between West 40th and West 41st Streets,988462.043401226,213899.97415264,Park,"Dedicated April 22, 1955"
1902,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027146.8876193016 211095.99780522287),,1027146.8876193,211095.997805223,Park,Dedicated nan
1903,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027046.5393948108 211318.8136325628),,1027046.53939481,211318.813632563,Park,Dedicated nan
1904,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027250.940232724 211381.71803431213),,1027250.94023272,211381.718034312,Park,Dedicated nan
1905,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027312.1723937244 211171.0284950584),,1027312.17239372,211171.028495058,Park,Dedicated nan
1906,Monument to Corp. Walter J. Fufidio Flagstaff at Corporal Fufidio Square,POINT(1014345.8754917234 235706.8547513932),"Spofford and Longwood Avenues, Tiffany Street",1014345.87549172,235706.854751393,Park,Dedicated 1955
1907,Monument to Bill Brown Post Memorial at Bill Brown Memorial Playground,POINT(998962.0542253108 153750.20075164735),"East 22nd and 23rd Streets, Avenue Z, and Jerome Avenue; Sheepshead Bay",998962.054225311,153750.200751647,Park,"Dedicated November 18,1986"
1908,Monument to John F. Kennedy Memorial Tree at Columbus Park,POINT(987061.7663461416 191994.97039055824),,987061.766346142,191994.970390558,Park,"Dedicated December 6, 1963"
1909,Monument to Bethesda Fountain at Central Park,POINT(992326.8788473904 221380.3952153921),Bethesda Terrace,992326.87884739,221380.395215392,Park,"Dedicated May 31, 1873"
1910,Monument to Weeping Beech Tree Landmark Plaque at Weeping Beech Park,POINT(1033051.2130809724 217533.14864480493),37 Avenue and Bowne Street,1033051.21308097,217533.148644805,Park,Dedicated 1972
1911,Monument to Brooklyn Korean War Veterans Plaza at S. Parkes Cadman Plaza,POINT(986842.3560238034 192806.47500114143),Fulton and Tillary Streets,986842.356023803,192806.475001141,Park,"Dedicated November 11, 1992"
1912,Monument to McNally Plaza Memorial at McNally Park,POINT(1003683.5592179744 248247.79751722515),LAUREL HILL TERRACE; Amsterdam Avenue at 181st Street,1003683.55921797,248247.797517225,Park,"Dedicated May 30, 1921"
1913,Monument to Henry Hudson Memorial Park Plaque at Henry Hudson Parkway,POINT(1006898.1075788884 260613.61202439663),Henry Hudson Parkway and 227th Street,1006898.10757889,260613.612024397,Park,Dedicated 1940
1914,Monument to Balto at Central Park,POINT(992279.1456751376 219800.9262614697),"The Dene, west of 5th Avenue and East 67th Street",992279.145675138,219800.92626147,Park,Dedicated 1925
1915,Monument to Reverend Benjamin J. Lowry at Underhill Gore Park,POINT(994095.2680271416 187307.8521401435),"Underhill, Pacific, Washington and Atlantic  Avenues",994095.268027142,187307.852140144,Park,"Dedicated July 31, 1982"
1916,Monument to East 23rd Street Bath House Landmarks Plaque at Asser Levy Playground,POINT(990934.3278267236 207524.06105147305),East 23rd Street and East River Drive,990934.327826724,207524.061051473,Park,Dedicated 1953
1917,Monument to Cornelius Heeney Memorial at Columbus Park,POINT(986949.5910455585 192180.1291409731),"In front of New York State Supreme Court building, at Montague and Court Streets",986949.591045558,192180.129140973,Park,"Dedicated October 27, 1977"
1918,Monument to Forms in Transit at Flushing Meadows / Corona Park,POINT(1025421.1003884672 211930.04895864427),Northeast of Hall of Science,1025421.10038847,211930.048958644,Park,Dedicated 1964
1919,Monument to Father Demo Square at Father Demo Square,POINT(983649.771857798 205324.8567884713),"6th Avenue, Bleeker and Carmine Streets",983649.771857798,205324.856788471,Park,Dedicated nan
1920,"Monument to Cheetah, Leopard and Puma at Central Park",POINT(991951.7401619704 218884.3818347305),Central Park Zoo; Central Park Wildlife Center; west façade,991951.74016197,218884.381834731,Park,Dedicated 1935
1921,Monument to Fort Washington Memorial at Bennett Park,POINT(1001510.0166490524 249860.15452872217),"Fort Washington Avenue, 183 Street",1001510.01664905,249860.154528722,Park,Dedicated 1901
1922,Monument to William Cullen Bryant at Bryant Park,POINT(989019.4307378829 213772.0961275548),,989019.430737883,213772.096127555,Park,"Dedicated October 24, 1911"
1923,Monument to William E. Kelly at William E. Kelly Memorial Park,POINT(996023.1391713916 159291.77792306244),Avenue S and East 14th Street,996023.139171392,159291.777923062,Park,Dedicated 1930
1924,Monument to Theodor Herzl Memorial at Freedom Square,POINT(1034029.463092968 202959.69682064647),"Main Street and Vleigh Place, Kew Gardens",1034029.46309297,202959.696820646,Park,"Dedicated May 2, 1960"
1925,Monument to John Golden Park at John Golden Park,POINT(1047984.84364672 220997.21619172397),33rd Avenue and 215th Place,1047984.84364672,220997.216191724,Park,"Dedicated July 7, 1973"
1926,Monument to Alice in Wonderland at Central Park,POINT(993469.1321403086 221559.83120822904),"76th Street and 5th Avenue, near Conservatory Lake",993469.132140309,221559.831208229,Park,"Dedicated May 7, 1959"
1927,Monument to Spanish War Memorial at Graham Square Park,POINT(1004260.8720397204 234577.50891298056),"137th Street, Third Avenue, and Lincoln Avenue",1004260.87203972,234577.508912981,Park,Dedicated 1919
1928,Monument to Samuel V. Crews at Marcy Houses Playground,POINT(998140.679883808 192704.0247467309),"CREWS PARK; Park Avenue, east of Nostrand Avenue",998140.679883808,192704.024746731,Park,Dedicated 1942
1929,Monument to Commons Plaque at City Hall Park,POINT(982351.7203200608 199138.6765755564),"5Boro Fragment Room, Shelf A9",982351.720320061,199138.676575556,Park,Dedicated 1897
1930,Monument to Charles and Murray Gordon at Fort Washington Park,POINT(998713.3873998076 243291.63420122865),Riverside Drive at West 156th Street,998713.387399808,243291.634201229,Park,Dedicated 1925
1931,Monument to Beauty at Bryant Park,POINT(989248.0172229708 213542.9151554704),"New York Public Library, 5th Avenue façade, fountain niche south of main entrance",989248.017222971,213542.91515547,Park,Dedicated 1921
1932,Monument to Group of Bears at Central Park,POINT(994236.1935983002 222557.671732232),"Pat Hoffman Friedman Playground, 5th Avenue and 79th Street",994236.1935983,222557.671732232,Park,"Dedicated October 11, 1990"
1933,Monument to Loeb Boathouse Plaque at Central Park,POINT(992943.9835842996 221740.2570284754),"Exterior wall of Loeb Boathouse, opposite The Rowers",992943.9835843,221740.257028475,Park,"Dedicated March 12, 1954; rededicated Spring 1968"
1934,Monument to Lioness and Cubs at Prospect Park,POINT(994064.6489938945 181808.25487163663),Prospect Park Zoo,994064.648993894,181808.254871637,Park,Dedicated 1899
1935,Monument to Martin Birdbath at Central Park,POINT(992035.4693252146 218709.91991330683),"Cafeteria pergola, formerly the Lion House",992035.469325215,218709.919913307,Park,Dedicated 1942
1936,Monument to Roscoe Conkling at Madison Square Park,POINT(987519.203095302 209327.0029836446),Madison Avenue at 23rd Street,987519.203095302,209327.002983645,Park,Dedicated 1893
1937,Monument to Robert Richard Randall at Sailors Snug Harbor,POINT(955585.728248477 174233.65125447512),"Snug Harbor, New Brighton",955585.728248477,174233.651254475,Park,Dedicated 1884
1938,Monument to Borough Hall World War I Tablets at Columbus Park,POINT(987023.6223935484 191991.0927736461),"In front of New York State Supreme Court Bldg, at Montague and Court Sts",987023.622393548,191991.092773646,Park,Dedicated nan
1939,Monument to Sixty First District Memorial at Greenwood Playground,POINT(990690.5632223934 176431.19738431275),Greenwood Avenue and East 5th Street,990690.563222393,176431.197384313,Park,"Dedicated November 11, 1922"
1940,Monument to Daniel Draper at Central Park,POINT(992827.067151472 223234.52011606097),Belvedere Tower,992827.067151472,223234.520116061,Park,Dedicated 1936
1941,Monument to Canadian Burr Oak at City Hall Park,POINT(982477.4546486436 198673.8422033936),"CITY HALL, MAYOR'S LAWN",982477.454648644,198673.842203394,Park,"Dedicated April 28, 1967"
1942,Monument to King Wladyslaw Jagiello at Central Park,POINT(993473.905752808 223059.543431893),,993473.905752808,223059.543431893,Park,"Dedicated July 15, 1945"
1943,Monument to Mary Lindley Murray at Park Avenue Center Plots,POINT(989818.4432474672 212176.1170360595),"Park Avenue at 37th Street, center island",989818.443247467,212176.117036059,Park,"Dedicated November 15, 1903"
1944,Monument to Father Kehoe Square at Father Kehoe Triangle,POINT(1001789.5203551352 165326.39643122256),"Flatlands Avenue, Avenue M, Coleman St.",1001789.52035514,165326.396431223,Park,Dedicated 1968
1945,Monument to Huntington Estate Animal Cemetery at Pelham Bay Park,POINT(1034465.898899883 248816.3252515644),"Path at Library and Watt Avenues, near Police Department stables",1034465.89889988,248816.325251564,Park,Dedicated nan
1946,Monument to Peace Form One at Ralph J. Bunche Park,POINT(992671.7183808088 212340.74925272167),First Avenue at 43rd Street,992671.718380809,212340.749252722,Park,"Dedicated September 15, 1980"
1947,Monument to East Coast Memorial at Battery Park,POINT(979858.6836394668 195090.3204990625),"South end of park, east of Dewey Promenade",979858.683639467,195090.320499063,Park,"Dedicated May 23, 1963"
1948,Monument to Jeffrey's Hook Lighthouse Plaque at Fort Washington Park,POINT(998923.9742489756 249046.8165884763),Under George Washington Bridge,998923.974248976,249046.816588476,Park,Dedicated nan
1949,Monument to Michael Colombo at Pelham Bay Park,POINT(1037171.5969005524 257660.7432582229),Split Rock Golf Course; located inside the pro shop.,1037171.59690055,257660.743258223,Park,Dedicated 1957
1950,Monument to Conference House Tablet at Conference House Park,POINT(913764.3338730484 122658.58741006257),Foot of Hylan Boulevard,913764.333873048,122658.587410063,Park,Dedicated 1929
1951,Monument to Jackie Robinson at Jackie Robinson Park,POINT(1000278.7605813892 239729.0392923057),West 147th St. and Bradhurst Avenue,1000278.76058139,239729.039292306,Park,"Dedicated November 10, 1981"
1952,Monument to Van Cortlandt Landmark Tablet at Van Cortlandt Park,POINT(1013294.8037749678 263899.6477751434),Van Cortlandt House,1013294.80377497,263899.647775143,Park,"Dedicated October 21, 1969"
1953,Monument to Van Cortlandt Landmark Tablet at Van Cortlandt Park,POINT(1013317.1406725496 263896.7635945529),Van Cortlandt House,1013317.14067255,263896.763594553,Park,"Dedicated October 21, 1969"
1954,Monument to Edgar Allan Poe at Poe Park,POINT(1013426.0784468056 254385.17533430457),"Inside Poe Cottage, Grand Concourse, 193rd -194th Streets",1013426.07844681,254385.175334305,Park,Dedicated 1909
1955,Monument to Morris-Jumel Mansion at Roger Morris Park,POINT(1001079.135621056 243093.87475422025),"Edgecomb Ave at 160th Street, left gatepost",1001079.13562106,243093.87475422,Park,Dedicated 1962
1956,Monument to Conference House Landmarks Tablet at Conference House Park,POINT(913755.4152557254 122707.94885990024),Foot of Hylan blvd,913755.415255725,122707.9488599,Park,Dedicated 1958
1957,Monument to Damrosch Park at Damrosch Park,POINT(988452.3265571444 220471.6283321381),West 62nd Street entrance to Lincoln Center,988452.326557144,220471.628332138,Park,Dedicated nan
1958,Monument to King Mansion Plaque at Rufus King Park,POINT(1038664.0958840548 195448.69871930775),Jamaica Avenue and 150th Street,1038664.09588405,195448.698719308,Park,Dedicated nan
1959,Monument to John Wolfe Ambrose at Battery Park,POINT(980262.0886725484 195230.9360314757),South side of State Street between Pearl and Water Streets.,980262.088672548,195230.936031476,Park,"Dedicated June 3, 1936"
1960,Monument to Verrazzano Memorial Flagstaff at John J. Carty Park,POINT(976312.509957552 163287.94053439796),Fort Hamilton Pkwy. and 95th Street,976312.509957552,163287.940534398,Park,Dedicated 1964
1961,Monument to Dyckman House Tablet at Dyckman House Museum,POINT(1005625.2403739692 255267.1194365621),Broadway and West 204th Street; mounted on stone wall off of Broadway,1005625.24037397,255267.119436562,Park,Dedicated 1916
1962,Monument to Van Cortlandt Landmark Tablet at Van Cortlandt Park,POINT(1013294.8037749678 263899.6477751434),Van Cortlandt House,1013294.80377497,263899.647775143,Park,"Dedicated October 21, 1969"
1963,Monument to Van Cortlandt Landmark Tablet at Van Cortlandt Park,POINT(1013317.1406725496 263896.7635945529),Van Cortlandt House,1013317.14067255,263896.763594553,Park,"Dedicated October 21, 1969"
1964,Monument to Van Cortlandt House at Van Cortlandt Park,POINT(1013331.9621652216 263905.7750594765),Broadway at 242nd Street,1013331.96216522,263905.775059476,Park,Dedicated 1897
1965,Monument to Flushing Bay Promenade Pavement at Flushing Meadows / Corona Park,POINT(1025798.160986051 216022.9731874764),Pier 1,1025798.16098605,216022.973187476,Park,Dedicated 2001
1966,Monument to Conference House National Landmarks Tablet at Conference House Park,POINT(913754.271229133 122648.99195681512),Foot of Hylan Boulevard,913754.271229133,122648.991956815,Park,Dedicated 1966
1967,Monument to Prospect Park War Memorial at Prospect Park,POINT(993921.632547632 178691.7994903922),South of Flower Garden,993921.632547632,178691.799490392,Park,"Dedicated June 26, 1921"
1968,Monument to Saratoga Park Memorial at Saratoga Square Park,POINT(1006768.0468153805 188849.61841356757),Pieces in storage at 5Boro; pedestal extant,1006768.04681538,188849.618413568,Park,Dedicated 1921
1969,Monument to Prison Window at Van Cortlandt Park,POINT(1013371.4043435605 263967.13123597205),East of Van Cortlandt house,1013371.40434356,263967.131235972,Park,Dedicated nan
1970,Monument to Gravesend Park Plaque at Gravesend Park,POINT(988434.544768557 166620.6228453964),18th Avenue between 56th and 57th Streets,988434.544768557,166620.622845396,Park,Dedicated nan
1971,Monument to Gracie Mansion Landmark Tablet at Carl Schurz Park,POINT(999962.9908717276 222308.66468431056),East 89th Street and East End Avenue,999962.990871728,222308.664684311,Park,Dedicated 1960
1972,Monument to Hans Christian Andersen at Central Park,POINT(993188.4240403026 221439.44759072363),"On raised plaza west of Conservatory Lake, East 74th Street and East Drive",993188.424040303,221439.447590724,Park,"Dedicated September 18, 1956"
1973,Monument to Temperance Fountain at Tompkins Square Park,POINT(989190.798177302 204011.54248598215),"Near Avenue A, south of 9th Street transverse",989190.798177302,204011.542485982,Park,Dedicated 1888
1974,Monument to Joseph Pulitzer at City Hall Park,POINT(982872.0450668036 199005.31955881417),Northeast corner,982872.045066804,199005.319558814,Park,Dedicated 1954
1975,Monument to Fort Greene Eagles at Fort Greene Park,POINT(992207.0733127148 218952.16188289225),Arsenal Lobby; Fifth Avenue and East 64th Street,992207.073312715,218952.161882892,Park,"Dedicated November 14, 1908"
1976,Monument to Pleasant Plains Memorial at Pleasant Plains Memorial Park,POINT(924181.105362311 130221.51782222092),Amboy and Bloomingdale Roads,924181.105362311,130221.517822221,Park,"Dedicated June 9, 1923"
1977,Monument to George Washington at Union Square Park,POINT(986826.5870264767 207191.65226747096),South end,986826.587026477,207191.652267471,Park,"Dedicated July 4, 1856"
1978,Monument to Bowne House Landmarks Tablet at Weeping Beech Park,POINT(1032797.201449886 217274.4178630561),FLUSHING; Bowne St. and 37th Avenue and Fox Lane,1032797.20144989,217274.417863056,Park,Dedicated 1963
1979,Monument to Dongan Oak Marker at Prospect Park,POINT(993532.8003200592 181985.7492673099),"Path leading to Plaza entrance, north of entrance to Prospect Park Wildlife Center",993532.800320059,181985.74926731,Park,Dedicated 1922
1980,Monument to Astoria Park War Memorial at Astoria Park War Memorial,POINT(1005482.766249478 223226.070657894),Shore Blvd. (behind swimming pool),1005482.76624948,223226.070657894,Park,Dedicated 1926
1981,Monument to Overseas Service League Flagstaff at Central Park,POINT(992916.194925964 220162.82251931727),"Fifth Avenue, near 69th and 70th Streets",992916.194925964,220162.822519317,Park,Dedicated nan
1982,Monument to Washington Square Arch at Washington Square Park,POINT(985051.917347476 205682.8127654791),,985051.917347476,205682.812765479,Park,"Dedicated May 4, 1895"
1983,Lemon Creek Marina,POINT(40.5106 -74.1975),Hylan Boulevard & Seguine Avenue,40.5106,-74.1975,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1984,Inwood Hill Park,POINT(40.8694 -73.9319),Dyckman Street & Hudson River,40.8694,-73.9319,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1985,Riverside Park (79th Street),POINT(40.7867 -73.9847),79th Street Boat Basin & Hudson River,40.7867,-73.9847,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1986,Riverside Park (72nd Street),POINT(40.7814 -73.9883),<p class=,40.7814,-73.9883,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1987,Louis J. Valentino Park,POINT(40.6786 -74.0183),Coffey Street,40.6786,-74.0183,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1988,Sebago Canoe Club (Paerdegat Basin),POINT(40.6264 -73.9047),Paerdegat Avenue North,40.6264,-73.9047,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1989,Mill Basin Marina,POINT(40.6119 -73.9025),Avenue Y & East 69th Street,40.6119,-73.9025,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1990,Clason Point Park,POINT(40.8047 -73.8486),Foot of Soundview Avenue & East River,40.8047,-73.8486,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1991,Hunts Point Riverside Park,POINT(40.8178 -73.8811),Lafayette Ave & Edgewater Rd,40.8178,-73.8811,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1992,Barretto Point Park,POINT(40.8058 -73.8894),E/S Barretto Street & N/O Randall Ave,40.8058,-73.8894,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1993,World's Fair Marina,POINT(40.7636 -73.8436),Grand Central Parkway & Northern Blvd,40.7636,-73.8436,Kayaking/Canoeing,Open 7:00am-8:00pm
1994,Francis Lewis Park,POINT(40.7972 -73.8247),3rd Avenue and Parson's Blvd,40.7972,-73.8247,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1995,Salt Marsh Nature Center (Gerritsen Inlet),POINT(40.6025 -73.9317),Avenue U between Burnett Street & East 33 Street,40.6025,-73.9317,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1996,Pelham Bay Park (Orchard Beach Lagoon),POINT(40.8722 -73.8486),Orchard Beach Rd & Lagoon,40.8722,-73.8486,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1997,Little Bay Park (Fort Totten),POINT(40.7914 -73.7825),Little Bay,40.7914,-73.7825,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
1998,Idlewild,POINT(40.6492 -73.7369),Craft Avenue & Huxley Street,40.6492,-73.7369,Kayaking/Canoeing,Open 9:00 a.m. - 9:00 p.m. Monday to Friday
1999,Midland Beach,POINT(40.5683 -74.0886),Father Capodanno Boulevard & Lincoln Avenue (Parking Lot),40.5683,-74.0886,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2000,Conference House,POINT(40.5025 -74.2544),Hylan Blvd & Satterlee Street,40.5025,-74.2544,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2001,Newtown Creek,POINT(40.7369 -73.9469),"Provost Street and Paige Avenue, Greenpoint",40.7369,-73.9469,Kayaking/Canoeing,Open Temporarily Closed
2002,Bayswater,POINT(40.5989 -73.7703),Beach 35 St & Norton Ave,40.5989,-73.7703,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2003,Hallet's Cove,POINT(40.7694 -73.9356),Vernon Blvd,40.7694,-73.9356,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2004,Floyd Bennett Field,POINT(40.5958 -73.8811),Floyd Bennett Field,40.5958,-73.8811,Kayaking/Canoeing,Open Dawn to Dusk (permit required)
2005,Sherman Creek,POINT(40.8603 -73.9183),W.202nd Street,40.8603,-73.9183,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2006,Hudson River Park (Pier 66),POINT(40.7519 -74.0083),W. 26th Street,40.7519,-74.0083,Kayaking/Canoeing,Open Per Operator:  www.pier66nyc.org
2007,Alice Austen House/Buono Beach,POINT(40.6156 -74.0628),Hylan Boulevard & Edgewater Street,40.6156,-74.0628,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2008,South Beach,POINT(40.5892 -74.065),Father Capodanno Boulevard & Sand Lane,40.5892,-74.065,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2009,Shoelace Park,POINT(40.8844 -73.8672),Bronx Park & 219th Street,40.8844,-73.8672,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2010,Concrete Plant Park,POINT(40.8275 -73.8847),Westchester Avenue or Bruckner Boulevard,40.8275,-73.8847,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2011,Manhattan Avenue,POINT(40.7389 -73.9553),"Manhattan Avenue Street-end, Greenpoint",40.7389,-73.9553,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2012,Brooklyn Bridge Park,POINT(40.7042 -73.9903),Between Piers 1 and 2,40.7042,-73.9903,Kayaking/Canoeing,Open Saturday from 10 a.m. to 3 p.m. and Thursday from 5:30 p.m. to 6:45 p.m.
2013,Plumb Beach,POINT(40.5828 -73.9211),"East bound Belt Parkway, just east of Exit 9 Knapp Street",40.5828,-73.9211,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2014,North Channel Beach (Gateway National Parks),POINT(40.6356 -73.8247),"Cross Bay Boulevard, south end of Addabbo Bridge, Broad Channel",40.6356,-73.8247,Kayaking/Canoeing,Open 5 a.m. to 11 p.m.
2015,West Harlem Piers,POINT(40.8206 -73.9597),"130th Street & Marginal Street, Harlem",40.8206,-73.9597,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2016,Governors Island,POINT(40.6914 -74.0122),"Pier 101, near the Brooklyn Battery Tunnel Vent",40.6914,-74.0122,Kayaking/Canoeing,Open See Site Restrictions
2017,Soundview Park,POINT(40.8094 -73.8603),"O'Brien Avenue at Leland Avenue, Soundview",40.8094,-73.8603,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2018,Bay Breeze Park Kayak/Canoe Launch,POINT(40.5908 -73.8146),Beach 88th Street and Beach Channel Drive,40.5908,-73.8146,Kayaking/Canoeing,Open Sunrise to Sunset (April 1 to December 1)
2019,Empire,POINT(40.76543 -73.97264),"Doris C. Freedman Plaza, 60th St and 5th Ave",40.76543,-73.97264,StreetArt,Made by Eva Rothschild
2020,Space Available,POINT(40.74079 -74.00809),"On rooftops along Washington Street, between West 13th and Gansevoort Streets",40.74079,-74.00809,StreetArt,Made by Kim Beck
2021,BORDERS,POINT(40.75295 -73.96962),,40.75295,-73.96962,StreetArt,Made by Steinunn Thorarinsdottir
2022,The Andy Monument,POINT(40.73728 -73.99023),,40.73728,-73.99023,StreetArt,Made by Rob Pruitt
2023,911 (from the Lexeme Series),POINT(40.71866 -74.00691),"Finn Square, Manhattan",40.71866,-74.00691,StreetArt,Made by Bill Barrett
2024,"Sol LeWitt:Structures, 1965-2006",POINT(40.7126 -74.0072),,40.7126,-74.0072,StreetArt,Made by Sol LeWitt
2025,Nature in Nature,POINT(40.66064 -73.96542),Prospect Park Boathouse and Lullwater,40.66064,-73.96542,StreetArt,Made by Robert Lobe
2026,Still Life with Landscape (Model for a Habitat),POINT(40.74644 -74.00586),On the High Line between West 20th and West 21st Streets,40.74644,-74.00586,StreetArt,Made by Sarah Sze
2027,"Ancient, Goatie Boy, and Goat as Wolf",POINT(40.69344 -73.97391),,40.69344,-73.97391,StreetArt,Made by Ruth McKerrell
