,Hotel,Type,Rating,Price,Address,Lat,Lng,url,ID
84,Mr. C Seaport,Hotels,4.0,$$$$,33 Peck Slip,40.70798,-74.00144,https://www.yelp.com/biz/mr-c-seaport-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,o2Hs9Ar8qKBevOXgVJ-tsg
85,Condor Hotel,Hotels,3.5,$$,56 Franklin Ave,40.6975225,-73.9587573,https://www.yelp.com/biz/condor-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,C88DklKzQjYTRic2FqBBBA
86,Four Points by Sheraton Manhattan SoHo Village,Hotels,3.5,$$,66 Charlton St,40.72697,-74.00611,https://www.yelp.com/biz/four-points-by-sheraton-manhattan-soho-village-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DJyd2GApggTIxCmkjYC8EQ
87,Hampton Inn Manhattan-Seaport-Financial District,Hotels,3.5,$$,320 Pearl St,40.7092877829272,-74.0018302202225,https://www.yelp.com/biz/hampton-inn-manhattan-seaport-financial-district-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4erImwfLkNUDipUSF4Ocpw
88,The Times Square EDITION,Hotels,4.0,$$$,701 7th Ave,40.759241,-73.984119,https://www.yelp.com/biz/the-times-square-edition-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vgCV1vNhlbUvj9O1baFNHw
89,The Benjamin,Hotels,4.0,$$$,125 E 50th St,40.75648,-73.97206,https://www.yelp.com/biz/the-benjamin-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1wdNxsW1jqieYmYi0CHlbQ
90,Bushwick Hotel,Hotels,3.0,$$,171 Bushwick Ave,40.709616,-73.939909,https://www.yelp.com/biz/bushwick-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wj8fcwbXM2ozE9mmneEwvA
91,Umbrella Hotel Brooklyn,Hotels,,,1108 60th St,40.631096,-74.002785,,
92,The Ridge,Hotels,3.5,$$,151 E Houston St,40.72287,-73.9894,https://www.yelp.com/biz/the-ridge-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,W3K4-SbrRu54VoyNDCe6SA
93,Akwaaba Mansion Bed & Breakfast,Hotels,4.5,$$,347 MacDonough St,40.6825,-73.93267,https://www.yelp.com/biz/akwaaba-mansion-bed-and-breakfast-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jLW5W45YbQ8nmnymJnUQaA
94,The Mansion at Glen Cove,Hotels,2.5,$$$,200 Dosoris Ln,40.8855994360105,-73.6289216277928,https://www.yelp.com/biz/the-mansion-at-glen-cove-glen-cove-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Dp4d88NqIL_mOYzYmAhY6w
95,Sheridan Hotel,Hotels,,,1440 Sheridan Expy,40.8306249489031,-73.8844637246357,,
96,The Leon Hotel,Hotels,3.5,$$,125 Canal St,40.716076,-73.9952133,https://www.yelp.com/biz/the-leon-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,pi2sOXrCKVpKdPMaSwJ-_Q
97,The One Boutique Hotel,Hotels,2.5,$$,137-72 Northern Blvd,40.7635219,-73.8283762,https://www.yelp.com/biz/the-one-boutique-hotel-flushing?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ndFfq-ZjPbR-X8YCpQOS1g
98,Hyatt Regency Jersey City on the Hudson,Hotels,3.5,$$$,2 Exchange Pl,40.717103,-74.031894,https://www.yelp.com/biz/hyatt-regency-jersey-city-on-the-hudson-jersey-city-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Mmvru5hXeRGwBi5f6NC8pA
99,"The Langham, New York, Fifth Avenue",Hotels,4.5,$$$$,400 5th Ave,40.7501,-73.98381,https://www.yelp.com/biz/the-langham-new-york-fifth-avenue-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,tpxMTuzDG42JuXK5phmxMQ
100,1 Hotel Central Park,Hotels,4.5,$$$,1414 Ave Of The Americas,40.764812,-73.976463,https://www.yelp.com/biz/1-hotel-central-park-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,htWCcFI5R5Cuwod5PNSpow
101,The Greenwich Hotel,Hotels,4.5,$$$$,377 Greenwich St,40.719848,-74.009864,https://www.yelp.com/biz/the-greenwich-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,V12xO69xVoHWSXBpb3zQ4w
102,The William,Hotels,4.0,$$,24 E 39th St,40.750477,-73.980263,https://www.yelp.com/biz/the-william-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,oaxaN-kZuIeZmz7mndoXwA
103,Hilton Garden Inn New York/Tribeca,Hotels,4.0,$$,39 Ave Of The Americas,40.7209583,-74.00544071475811,https://www.yelp.com/biz/hilton-garden-inn-new-york-tribeca-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,J0bkcxkGKZuaghjiPUc4MA
104,Wythe Hotel,Hotels,3.0,$$$,80 Wythe Ave N,40.72188667,-73.958105,https://www.yelp.com/biz/wythe-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EeQnc16aQ2-H8WN9reGGZg
105,Hotel Le Jolie,Hotels,4.0,$$,235 Meeker Ave,40.71653,-73.9508,https://www.yelp.com/biz/hotel-le-jolie-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,byrfRqI_R_ZWTgVDBkB57g
106,The Marlton Hotel,Hotels,3.5,$$$,5 W 8th St,40.7324317842722,-73.9966548979282,https://www.yelp.com/biz/the-marlton-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,9LqjNHKYyDAE8wwe5sBJWw
107,Arlo SoHo,Hotels,3.5,$$,231 Hudson St,40.724495,-74.007965,https://www.yelp.com/biz/arlo-soho-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QnNDwDZDVAatr1Q_UBBl-w
108,Crown Motor Inn,Hotels,2.5,$,7401 Queens Blvd,40.7394117,-73.8896648,https://www.yelp.com/biz/crown-motor-inn-flushing?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_BwrVzhkCh8oYMQW4P3ebQ
109,The William Vale,Hotels,3.0,$$$,111 N 12th St,40.7222796349227,-73.9571206358786,https://www.yelp.com/biz/the-william-vale-brooklyn-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,q9-LIXLiXaACuBLKyO5tJg
110,Hotel Giraffe,Hotels,4.5,$$$,365 Park Ave S,40.7421,-73.98461,https://www.yelp.com/biz/hotel-giraffe-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NVsI5DRm1CszltskWJvvZQ
111,The Jane Hotel,Hotels,2.5,$$,113 Jane St,40.738362,-74.009413,https://www.yelp.com/biz/the-jane-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,sDrRAoS8yhs091NMn52_QA
112,Sanctuary Hotel New York,Hotels,4.0,$$$,132 W 47th St,40.75837,-73.9832957,https://www.yelp.com/biz/sanctuary-hotel-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,K5rgmQy_4WiOXY_9A-QorA
113,Ace Hotel New York,Hotels,4.0,$$,20 W 29th St,40.745777,-73.988286,https://www.yelp.com/biz/ace-hotel-new-york-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VqMuuey8_bH3sZ5qHL9tPQ
114,PUBLIC Hotel,Hotels,2.5,$$$,215 Chrystie St,40.72307,-73.99203,https://www.yelp.com/biz/public-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,t6efAU5wYjIMd6T6eGbeWg
115,"The Beekman, A Thompson Hotel",Hotels,4.0,$$$,123 Nassau St,40.7111443,-74.0066413,https://www.yelp.com/biz/the-beekman-a-thompson-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,nwvo49wYOrSfg3AhafhZvA
116,The Inn At Irving Place,Hotels,4.5,$$,56 Irving Pl,40.735958,-73.986961,https://www.yelp.com/biz/the-inn-at-irving-place-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WQZCwbYZ5XLnmENzOv2xCQ
117,Four Seasons Hotel,Hotels,4.5,$$$$,27 Barclay St,40.71264339026144,-74.0091883883457,https://www.yelp.com/biz/four-seasons-hotel-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SZTBP6Xj7ER4d3NSbgOA-A
118,Park Hyatt New York,Hotels,4.5,$$$,153 West 57th St,40.76538,-73.97895,https://www.yelp.com/biz/park-hyatt-new-york-new-york-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,zuMUWAduEq4COEcbnZ3XCA
119,Gansevoort Meatpacking NYC,Hotels,3.0,$$$,18 9th Ave,40.73991259707736,-74.0058626235944,https://www.yelp.com/biz/gansevoort-meatpacking-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,uK3Wug7R0YylT_u0QWZjUg
120,East Village Hotel,Hotels,4.0,$$$,147 1st Ave,40.72836,-73.98497,https://www.yelp.com/biz/east-village-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0SrF_WcRetbGWlps7ZhJNw
121,Bowery Lodge,Hotels,2.5,$,81 Bowery,40.716723,-73.9953761,https://www.yelp.com/biz/bowery-lodge-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fVUuJd-ZR5DUhzjdI6mGRQ
122,Courtyard by Marriott New York Manhattan/SoHo,Hotels,4.0,$$,181 Varick St,40.7275586084056,-74.0057217632294,https://www.yelp.com/biz/courtyard-new-york-manhattan-soho-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_3zTT9xeMFwvkqtMPJeLPg
123,"The Standard, High Line",Hotels,3.5,$$$,848 Washington Street,40.740829,-74.008071,https://www.yelp.com/biz/the-standard-high-line-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OmgYgPGvf0a8Gz_jWEpLFQ
124,The Bowery Hotel,Hotels,3.5,$$$,335 Bowery,40.7260093149249,-73.9915595677216,https://www.yelp.com/biz/the-bowery-hotel-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ks299naLzw8CYdVlLnqPXQ
125,The Ludlow New York City,Hotels,4.0,$$$,180 Ludlow St,40.721839,-73.987355,https://www.yelp.com/biz/the-ludlow-new-york-city-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,cUXl19vPkfd9vdqc0OT7_g
126,1 Hotel Brooklyn Bridge,Hotels,3.5,$$$,60 Furman St,40.701729,-73.995882,https://www.yelp.com/biz/1-hotel-brooklyn-bridge-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,6H427bZqS7bqAR-tU8GKDw
127,citizenM New York Times Square Hotel,Hotels,4.5,$$,218 W 50th St,40.761561,-73.984968,https://www.yelp.com/biz/citizenm-new-york-times-square-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SoSQhqqOaS10aUuxDr1YtA
128,Hampton Inn Brooklyn/Downtown,Hotels,4.0,$$,125 Flatbush Ave Ext,40.6957059,-73.9840267,https://www.yelp.com/biz/hampton-inn-brooklyn-downtown-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dQFgUq-bSGmfiSYtMo7mnQ
129,The Frederick Hotel,Hotels,4.0,$,95 W Broadway,40.71566,-74.0089,https://www.yelp.com/biz/the-frederick-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EL5j67uhlTWSFcrsEX9l_Q
130,The Broome Hotel New York,Hotels,4.5,$$$,431 Broome St,40.721297,-73.9993957,https://www.yelp.com/biz/the-broome-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LSO3Ql7e_Y9nFJmnWdbTPg
131,New York Marriott at the Brooklyn Bridge,Hotels,3.5,$$$,333 Adams St,40.6937442558137,-73.9885747432708,https://www.yelp.com/biz/new-york-marriott-at-the-brooklyn-bridge-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DxBjx1Bug34P6_kCdkg2Zg
132,Crosby Street Hotel,Hotels,4.0,$$$,79 Crosby St,40.72302838,-73.99744294,https://www.yelp.com/biz/crosby-street-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0xp3lHJWVIH-dSxg-uMCUg
133,The Brooklyn,Hotels,3.0,$$,1199 Atlantic Ave,40.678658,-73.951218,https://www.yelp.com/biz/the-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dpZwxj2fgG3pnRbZzXx6GA
134,Conrad New York Downtown,Hotels,4.0,$$$,102 N End Ave,40.71503,-74.0158397,https://www.yelp.com/biz/conrad-new-york-downtown-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,GXqlI0p_NQejvDEgq0xQ9w
135,Casablanca Hotel,Hotels,4.5,$$,147 W 43rd St,40.75641,-73.98547,https://www.yelp.com/biz/casablanca-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jq9WOcjuFe595Rf8I87Y0Q
136,"The Standard, East Village",Hotels,3.5,$$,25 Cooper Sq,40.7278523436442,-73.9907492250947,https://www.yelp.com/biz/the-standard-east-village-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VMGinfrQm6JQfGMUsDFBfg
137,The Williamsburg Hotel,Hotels,3.0,$$,96 Wythe Ave,40.7215137888895,-73.9587011987419,https://www.yelp.com/biz/the-williamsburg-hotel-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xsrzs3lSD2-xG889sLqAXA
138,Walker Hotel Greenwich Village,Hotels,4.0,$$,52 W 13th St,40.73618,-73.9966,https://www.yelp.com/biz/walker-hotel-greenwich-village-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4J0EXzWaF-N5B-kltP0pMg
139,Liberty Inn,Hotels,4.0,$$,51 10th Ave,40.74192,-74.0086,https://www.yelp.com/biz/liberty-inn-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,MLpKVYcHlYXXIJHt7zAbLA
140,Arlo NoMad,Hotels,4.0,$$,11 E 31st St,40.746212,-73.9850458,https://www.yelp.com/biz/arlo-nomad-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QxobzmaLiP_Tx6cnmpWQPg
141,NOMO SOHO,Hotels,3.0,$$$,9 Crosby St,40.719896,-74.000078,https://www.yelp.com/biz/nomo-soho-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,lGM-mjoG5ivxJqmEedFukA
142,EVEN Hotel Brooklyn,Hotels,3.5,$$,46 Nevins St,40.687842,-73.98187,https://www.yelp.com/biz/even-hotel-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TSWhn9EMtv8hYra-Xd2QUw
143,NobleDEN,Hotels,4.5,$$,196 Grand St,40.71929,-73.99686,https://www.yelp.com/biz/nobleden-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jVAAy1KrvskicNnLcn8ylw
144,The Mercer Hotel,Hotels,4.0,$$$$,147 Mercer St,40.7245521,-73.9988299,https://www.yelp.com/biz/the-mercer-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vEGyBSEqvWrU_uz0yuRydQ
145,The Hoxton,Hotels,,,97 Wythe Ave,40.72077,-73.95873,,
146,citizenM New York Bowery Hotel,Hotels,4.0,$,189 Bowery,40.72069,-73.99366,https://www.yelp.com/biz/citizenm-new-york-bowery-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,HsfNLFKADPZUNXsRVx9_dA
147,Oasis Motel,Hotels,3.5,$,3801 Boston Rd,40.88164,-73.83856,https://www.yelp.com/biz/oasis-motel-bronx?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wVVpqD__PLyaep7ND4GA8g
148,InterContinental New York Barclay,Hotels,3.5,$$$,111 E 48th St,40.755745,-73.973492,https://www.yelp.com/biz/intercontinental-new-york-barclay-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,tdWg-eGacW6d3XOtbxBX5Q
149,SIXTY LES,Hotels,2.5,$$$,190 Allen St,40.7221165,-73.9886525,https://www.yelp.com/biz/sixty-les-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wxKyslbI99ESDbQnns-RSg
150,Sun Bright Hotel,Hotels,1.5,$,140 Hester St,40.71727,-73.99583,https://www.yelp.com/biz/sun-bright-hotel-manhattan?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,IAs7wYWuQqs-UAGNjaUufg
151,Days Inn by Wyndham Hotel New York City-Broadway,Hotels,2.0,$$,215 West 94th Street,40.7931131923646,-73.971762077771,https://www.yelp.com/biz/days-inn-by-wyndham-hotel-new-york-city-broadway-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rD48w_Iyo-VU-Hvu_e0NeQ
152,DoubleTree by Hilton New York Downtown,Hotels,3.0,$$,8 Stone St,40.703921,-74.0123519,https://www.yelp.com/biz/doubletree-by-hilton-new-york-downtown-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-Hneo47XIw4irjQBdPMecA
153,W New York - Union Square,Hotels,3.5,$$$,201 Park Ave S,40.73665,-73.98869,https://www.yelp.com/biz/w-new-york-union-square-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,mM4Q4mnSK5cFLv2gXPu49Q
154,NU Hotel - Brooklyn,Hotels,3.5,$$,85 Smith St,40.68879,-73.98885,https://www.yelp.com/biz/nu-hotel-brooklyn-brooklyn-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VeNu9ATM2HI2NL4Q-ZsTsg
155,Pod Brooklyn Hotel,Hotels,3.5,$$,247 Metropolitan Ave,40.71502,-73.95903,https://www.yelp.com/biz/pod-brooklyn-hotel-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,KKhFd2VBfIj5n4t0rYVMYQ
156,The Tillary Hotel Brooklyn,Hotels,2.5,$$,85 Flatbush Ave Ext,40.6964453,-73.9843605,https://www.yelp.com/biz/the-tillary-hotel-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,icE34yZpi0lCBTDaQs914w
157,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Hotels,4.0,$$$,6 Water St,40.70297,-74.012281,https://www.yelp.com/biz/hilton-garden-inn-nyc-financial-center-manhattan-downtown-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Q6n8-lbd-ozt5J13xGnAwQ
158,Maritime Hotel,Hotels,4.0,$$$,363 W 16th St,40.7419282,-74.0032432,https://www.yelp.com/biz/maritime-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ItnW4u1nVYvde1NT4Lgd3g
159,New World Hotel,Hotels,1.5,$,101 Bowery,40.71751,-73.99511,https://www.yelp.com/biz/new-world-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7fN4Ygy-q3uRcE3wESTIRw
