,Names,Geometry,Address,Lattitude,Longitude,Category
1925,Telettrofono part of stillspotting nyc,POINT(40.64437 -74.07231),Check-in at the Staten Island Ferry Terminal,40.64437,-74.07231,StreetArt
1926,Curtain,POINT(40.76826 -73.9367),,40.76826,-73.9367,StreetArt
1927,"How Funny are You Today, New York",POINT(40.69217 -73.97705),,40.69217,-73.97705,StreetArt
1928,Niki de Saint Phalle on Park Avenue,POINT(40.75842 -73.97314),"Park Avenue from 52nd to 60th Streets, Manhattan",40.75842,-73.97314,StreetArt
1929,One <sup>11</sup> and 103,POINT(40.74189 -74.00788),"Daily, 1:00 p.m. to 11:00 p.m. on the High Line at the West 14th Street Passage, Manhattan",40.74189,-74.00788,StreetArt
1930,"Women (065, 055)",POINT(40.74464 -74.00631),Billboard next to the High Line at West 18th Street and 10th Avenue,40.74464,-74.00631,StreetArt
1931,100 Story House,POINT(40.672961 -73.984563),,40.672961,-73.984563,StreetArt
1932,Selected Works,POINT(40.74189 -74.00788),"High Line Channel 14, 14th Street Passage, on the High Line at West 14th Street",40.74189,-74.00788,StreetArt
1933,Broken Bridge II,POINT(40.74578 -74.0054),Western Wall between West 21st and West 22nd Streets,40.74578,-74.0054,StreetArt
1934,Untitled,POINT(40.74578 -74.0054),Various Locations,40.74578,-74.0054,StreetArt
1935,Untitled,POINT(40.74578 -74.0054),Stacked Parking at West 20th Street,40.74578,-74.0054,StreetArt
1936,Re/trato,POINT(40.74189 -74.00788),"High Line Channel 14, 14th Street Passage, on the High Line at West 14th Street",40.74189,-74.00788,StreetArt
1937,American Dream,POINT(40.74464 -74.00631),Billboard next to the High Line at West 18th Street and 10th Avenue,40.74464,-74.00631,StreetArt
1938,Discovering Columbus,POINT(40.7680766 -73.98190899999997),Columbus Circle,40.7680766,-73.98190899999997,StreetArt
1939,EAF12: 2012 Emerging Artist Fellowship Exhibition,POINT(40.76832 -73.9366),,40.76832,-73.9366,StreetArt
1940,Untitled (Stump Fire #4),POINT(40.76832 -73.9366),,40.76832,-73.9366,StreetArt
1941,Saint Clair Cemin on Broadway,POINT(40.76642 -73.98196),W. 57th Street  to  W. 157th Street,40.76642,-73.98196,StreetArt
1942,Tomorrow,POINT(40.69323 -73.9739),Northeast Corner at Myrtle Avenue and Washington Park,40.69323,-73.9739,StreetArt
1943,Fish Farm (Brooklyn Snappers),POINT(40.70098 -73.98949),"Clumber Corner, Brooklyn",40.70098,-73.98949,StreetArt
1944,G2V,POINT(40.75195 -73.96789),Staircase,40.75195,-73.96789,StreetArt
1945,Olmec Head,POINT(40.75195 -73.96789),1st Avenue,40.75195,-73.96789,StreetArt
1946,blps,POINT(40.74578 -74.0054),"Various Locations. Gansevoort Street to West 34th Street, between 10th & 11th Avenues",40.74578,-74.0054,StreetArt
1947,Buckyball,POINT(40.7427 -73.98699),,40.7427,-73.98699,StreetArt
1948,The Urban Web,POINT(40.711675 -73.992512),Pike Street and Monroe Street,40.711675,-73.992512,StreetArt
1949,The Glass Sea,POINT(40.72168 -73.99749),,40.72168,-73.99749,StreetArt
1950,Fir Tree,POINT(40.76508 -73.97291),Doris C. Freedman Plaza,40.76508,-73.97291,StreetArt
1951,Abraham Lincoln: War Veteran Projection,POINT(40.73632 -73.99),South of Pavilion,40.73632,-73.99,StreetArt
1952,St. Nicholas Park Mesh,POINT(40.81387 -73.95086),,40.81387,-73.95086,StreetArt
1953,Heartwalk,POINT(40.75903 -73.98501),between 46th-47th Streets and Broadway & 7th Avenue,40.75903,-73.98501,StreetArt
1954,No Limits,POINT(40.75976 -73.97204),54th - 67th Street,40.75976,-73.97204,StreetArt
1955,Topsy-Turvy: A Camera Obscura Installation,POINT(40.74181 -73.98844),,40.74181,-73.98844,StreetArt
1956,United Enemies,POINT(40.76515 -73.97279),Doris C. Freedman Plaza,40.76515,-73.97279,StreetArt
1957,Organic Abstracts,POINT(40.87179 -73.80495),Bartow Pell Mansion,40.87179,-73.80495,StreetArt
1958,One-Two-Three,POINT(40.75368 -73.98296),,40.75368,-73.98296,StreetArt
1959,"Wayfinder, Trance Ender, Third Portal",POINT(40.86061 -73.93316),,40.86061,-73.93316,StreetArt
1960,Busted,POINT(40.74622 -74.00605),,40.74622,-74.00605,StreetArt
1961,INSIDE OUT NEW YORK CITY,POINT(40.75919 -73.985),,40.75919,-73.985,StreetArt
1962,"We are all in the gutter, but some of us are looking at the stars",POINT(40.71752 -73.99125),Allen and Grand Street,40.71752,-73.99125,StreetArt
1963,Mellow Yellow,POINT(40.72015 -74.00552),,40.72015,-74.00552,StreetArt
1964,LOTUS,POINT(40.73501 -73.99004),,40.73501,-73.99004,StreetArt
1965,Hosea,POINT(40.76098 -73.9644),,40.76098,-73.9644,StreetArt
1966,"Red, Yellow and Blue",POINT(40.74189 -73.98818),,40.74189,-73.98818,StreetArt
1967,Individuals,POINT(40.75274 -73.96972),,40.75274,-73.96972,StreetArt
1968,Caterpillar,POINT(40.75217 -74.00195),Rail Yards,40.75217,-74.00195,StreetArt
1969,Heartwalk,POINT(40.58378 -73.8151),94th Street and Shore Front Parkway,40.58378,-73.8151,StreetArt
1970,Flock,POINT(40.88991 -73.89518),,40.88991,-73.89518,StreetArt
1971,Inner Space Station,POINT(40.71466 -73.98923),,40.71466,-73.98923,StreetArt
1972,Roman Standard,POINT(40.72165 -73.99762),,40.72165,-73.99762,StreetArt
1973,High Rise,POINT(40.82807 -73.95406),145th Street,40.82807,-73.95406,StreetArt
1974,Paley on Park Avenue,POINT(40.75854 -73.97303),52nd Street - 67th Street,40.75854,-73.97303,StreetArt
1975,Model to Monument (M2M),POINT(40.77833 -73.99),,40.77833,-73.99,StreetArt
1976,All-Too-Familiar Tangle,POINT(40.62732 -74.0765),,40.62732,-74.0765,StreetArt
1977,Dancers of the Wind,POINT(40.7163 -73.9755),East River Park Promenade,40.7163,-73.9755,StreetArt
1978,Flow.13 Art and Music at Randall's Island,POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
1979,Serendipity,POINT(40.72677 -73.98177),,40.72677,-73.98177,StreetArt
1980,Urban Forest,POINT(40.72384 -73.9905),,40.72384,-73.9905,StreetArt
1981,Lightness of Being,POINT(40.71358 -74.00646),,40.71358,-74.00646,StreetArt
1982,In Flight,POINT(40.5882 -73.8119),Shorefront Parkway between Beach 77 Street and Beach 107 Street,40.5882,-73.8119,StreetArt
1983,Ride the Wave,POINT(40.5882 -73.8119),"Shorefront Parkway, Between Beach 74 Street and Beach 107 Street",40.5882,-73.8119,StreetArt
1984,Untitled,POINT(40.5882 -73.8119),"Shorefront Parkway, Between Beach 74 Street and Beach 107 Street",40.5882,-73.8119,StreetArt
1985,On a Fence,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
1986,Harvest Dome 2.0,POINT(40.8723 -73.9259),,40.8723,-73.9259,StreetArt
1987,Rest Stop,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
1988,Inked Garden,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
1989,Triple Island,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
1990,Do you remember the bananas&Alpha;,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
1991,The 12 x 12 Project,POINT(40.72423 -73.99028),,40.72423,-73.99028,StreetArt
1992,Playground,POINT(40.766 -73.9732),Doris C. Freedman Plaza,40.766,-73.9732,StreetArt
1993,Geolocation: DUMBO,POINT(40.70122 -73.98977),Washington Street and Prospect Street,40.70122,-73.98977,StreetArt
1994,A Sunset Satire,POINT(40.76912 -73.93565),,40.76912,-73.93565,StreetArt
1995,Waking,POINT(40.75 -74.0044),,40.75,-74.0044,StreetArt
1996,EAF13: 2013 Emerging Artist Fellowship Exhibition,POINT(40.76912 -73.93565),,40.76912,-73.93565,StreetArt
1997,Ideas of Stone,POINT(40.74189 -73.98818),,40.74189,-73.98818,StreetArt
1998,Love,POINT(40.7527 -73.96902),,40.7527,-73.96902,StreetArt
1999,Bird God Drone,POINT(40.70114 -73.98985),,40.70114,-73.98985,StreetArt
2000,Medusa and High Rise,POINT(40.82807 -73.95406),,40.82807,-73.95406,StreetArt
2001,REgeneration Project,POINT(40.768084 -73.981931),Columbus Circle,40.768084,-73.981931,StreetArt
2002,Black Spirit Totems,POINT(40.77215 -73.98252),,40.77215,-73.98252,StreetArt
2003,This Land is Your Land,POINT(40.7428 -73.98784),,40.7428,-73.98784,StreetArt
2004,Match Maker,POINT(40.758725 -73.985303),Broadway and 46th Street,40.758725,-73.985303,StreetArt
2005,Clouds,POINT(40.76528 -73.97269),Doris C. Freedman Plaza,40.76528,-73.97269,StreetArt
2006,Analogia,POINT(40.75406 -73.984257),,40.75406,-73.984257,StreetArt
2007,Park Avenue Paper Chase,POINT(40.75981 -73.97213),,40.75981,-73.97213,StreetArt
2008,The Kelpies,POINT(40.75402 -73.9841),,40.75402,-73.9841,StreetArt
2009,Groovin High,POINT(40.75 -74.0044),,40.75,-74.0044,StreetArt
2010,Archeo,POINT(40.74826 -74.00447),,40.74826,-74.00447,StreetArt
2011,Folly,POINT(40.74256 -73.98801),,40.74256,-73.98801,StreetArt
2012,Hugmen,POINT(40.74685 -74.00448),,40.74685,-74.00448,StreetArt
2013,Bearlike Construction,POINT(40.72017 -74.0056),,40.72017,-74.0056,StreetArt
2014,Arch III,POINT(40.752532 -73.96997),,40.752532,-73.96997,StreetArt
2015,Queen Mother of Reality,POINT(40.76912 -73.93565),,40.76912,-73.93565,StreetArt
2016,Scarecrow,POINT(40.76912 -73.93565),,40.76912,-73.93565,StreetArt
2017,SuralArk,POINT(40.76912 -73.93565),,40.76912,-73.93565,StreetArt
2018,Broadway Billboard: Citoyen Du Monde,POINT(40.76897 -73.93582),,40.76897,-73.93582,StreetArt
2019,Wayfinding: 100 NYC Public Sculptures,POINT(40.73991 -73.84069),,40.73991,-73.84069,StreetArt
2020,"City Pillars, Flow.14 Art and Music at Randall&rsquo;s Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2021,"Ghost House, Flow.14 Art and Music at Randall&rsquo;s Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2022,"Untitled Folly, Flow.14 Art and Music at Randall&rsquo;s Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2023,"Ground, Flow.14 Art and Music at Randall&rsquo;s Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2024,Black Rock Negative Energy Absorber,POINT(40.724 -73.99161),,40.724,-73.99161,StreetArt
2025,THINK BIG,POINT(40.73607 -73.99112),,40.73607,-73.99112,StreetArt
2026,Outer Seed Shadow #01,POINT(40.72256 -74.00548),,40.72256,-74.00548,StreetArt
2027,Model to Monument (M2M),POINT(40.77833 -73.99),,40.77833,-73.99,StreetArt
2028,The Signs of Paradise,POINT(40.70366 -74.01706),,40.70366,-74.01706,StreetArt
2029,Tree of Life,POINT(40.88991 -73.89518),,40.88991,-73.89518,StreetArt
2030,Inwood Sculpture Crawl,POINT(40.86795 -73.92269),,40.86795,-73.92269,StreetArt
2031,Inwood Sculpture Crawl,POINT(40.87298 -73.91874),,40.87298,-73.91874,StreetArt
2032,On a Fence,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
2033,DrumReef 42,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
2034,The People&rsquo;s Poster Project,POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
2035,Moments in a Stream,POINT(40.75981 -73.97213),,40.75981,-73.97213,StreetArt
2036,New Earth Apocalypse Knowledge Advancement (NEAKA),POINT(40.7123 -73.9808),,40.7123,-73.9808,StreetArt
2037,Uplift,POINT(40.72324 -73.99084),,40.72324,-73.99084,StreetArt
2038,Emerging Artist Fellowship Exhibition,POINT(40.76852 -73.93638),,40.76852,-73.93638,StreetArt
2039,Wall Bearer,POINT(40.76852 -73.93638),,40.76852,-73.93638,StreetArt
2040,The Dance,POINT(40.6269 -74.07717),,40.6269,-74.07717,StreetArt
2041,Walks of Life,POINT(40.74254 -73.98835),,40.74254,-73.98835,StreetArt
2042,The Evolution of God,POINT(40.75152 -74.00226),,40.75152,-74.00226,StreetArt
2043,Txiti Hitkuk,POINT(40.72389 -73.99058),,40.72389,-73.99058,StreetArt
2044,Blind Portraits,POINT(40.765128 -73.972823),Doris C. Freedman Plaza,40.765128,-73.972823,StreetArt
2045,Juan Soriano in New York City: Monumental Sculpture at Dag Hammarskjold Plaza,POINT(40.7528 -73.96968),,40.7528,-73.96968,StreetArt
2046,Desire Lines,POINT(40.7654 -73.97275),Doris C. Freedman Plaza,40.7654,-73.97275,StreetArt
2047,Toro,POINT(40.7147 -73.98329),,40.7147,-73.98329,StreetArt
2048,Fictitious Force,POINT(40.67302 -73.98415),,40.67302,-73.98415,StreetArt
2049,The Public Utteraton Machine,POINT(40.745575 -73.946588),PS1 Greenstreet (Jackson Avenue and 46th Avenue),40.745575,-73.946588,StreetArt
2050,Time After Time Capsule,POINT(40.752486 -73.969726),,40.752486,-73.969726,StreetArt
2051,Head of Goliath,POINT(40.7202118738 -74.005704417),,40.7202118738,-74.005704417,StreetArt
2052,East River Flows,POINT(40.794156 -73.931053),116th Street,40.794156,-73.931053,StreetArt
2053,Long-Tailed Peacock and Short-Tailed Peacock,POINT(40.871829 -73.805766),Bartow-Pell Mansion Museum,40.871829,-73.805766,StreetArt
2054,Halloween Harvest Festival,POINT(40.760496 -73.911662),,40.760496,-73.911662,StreetArt
2055,A Bench for the Night,POINT(40.745575 -73.946588),"PS1 Greenstreet (Jackson Avenue and 46th Avenue), Queens",40.745575,-73.946588,StreetArt
2056,Please Touch the Art,POINT(40.702959 -73.995772),,40.702959,-73.995772,StreetArt
2057,HeartSeat,POINT(40.691448 -73.975364),,40.691448,-73.975364,StreetArt
2058,"All Consuming, Flow.15 Art and Music at Randall's Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2059,"hello, Flow.15 Art and Music at Randall's Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2060,"Etherwave Architecture #1, Flow.15 Art and Music at Randall's Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2061,"El Barrio Comes in All Colors, Shapes and Sizes, Flow.15 Art and Music at Randall's Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2062,"Who Owns the Sky&Alpha;, Flow.15 Art and Music at Randall's Island",POINT(40.7968 -73.922),,40.7968,-73.922,StreetArt
2063,Sky Feather,POINT(40.808884 -73.965985),,40.808884,-73.965985,StreetArt
2064,The Typewriter Project,POINT(40.726374 -73.98182),,40.726374,-73.98182,StreetArt
2065,Suspect Terrain,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2066,Degas Horses,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2067,Two Trees in Balance,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2068,The Living Pyramid,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2069,Torqueing Spheres,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2070,"Birdhouse, Fish Spine, Hummingbird and Palenque",POINT(40.801016 -73.938822),,40.801016,-73.938822,StreetArt
2071,caesura: a forum,POINT(40.804446 -73.943508),,40.804446,-73.943508,StreetArt
2072,Studio in the Park: The Queens Museum-ArtBuilt Mobile Studio Residency Program,POINT(40.745873 -73.846772),,40.745873,-73.846772,StreetArt
2073,"Water, Gift of life",POINT(40.88956 -73.897879),,40.88956,-73.897879,StreetArt
2074,Image Objects,POINT(40.713183 -74.006227),,40.713183,-74.006227,StreetArt
2075,Boogie Down Booth,POINT(40.836586 -73.888018),,40.836586,-73.888018,StreetArt
2076,Whattoseesottahw,POINT(40.72636 -73.981917),,40.72636,-73.981917,StreetArt
2077,Above the Line,POINT(40.747339 -74.005162),,40.747339,-74.005162,StreetArt
2078,"Untitled Benches, Patios, Planters in Arrangement (Parklet for Ennis Playground)",POINT(40.670751 -73.993813),,40.670751,-73.993813,StreetArt
2079,Against the Run,POINT(40.765082 -73.972805),Doris C. Freedman Plaza,40.765082,-73.972805,StreetArt
2080,THE MOMENT,POINT(40.746612 -73.845092),,40.746612,-73.845092,StreetArt
2081,My Circle,POINT(40.735899 -73.99042),,40.735899,-73.99042,StreetArt
2082,Shadow Migration,POINT(40.746383 -73.943437),,40.746383,-73.943437,StreetArt
2083,Signpost (2007-2015),POINT(40.723334 -73.989022),,40.723334,-73.989022,StreetArt
2084,The Dance,POINT(40.499764 -74.251476),,40.499764,-74.251476,StreetArt
2085,EAF15: 2015 Emerging Artist Fellowship Exhibition,POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2086,"El Primero Desfile de San Patricio en la Habana, Cuba",POINT(40.76844 -73.936467),,40.76844,-73.936467,StreetArt
2087,OY/YO,POINT(40.70417 -73.99042),,40.70417,-73.99042,StreetArt
2088,Dialogue,POINT(40.752245 -73.968749),,40.752245,-73.968749,StreetArt
2089,The Space Between Us,POINT(40.724 -73.99161),,40.724,-73.99161,StreetArt
2090,Bomber,POINT(40.718757 -74.006879),Finn Square,40.718757,-74.006879,StreetArt
2091,Lenape Variations,POINT(40.672914 -73.985093),,40.672914,-73.985093,StreetArt
2092,Heart of Hearts,POINT(40.75903 -73.98501),,40.75903,-73.98501,StreetArt
2093,Looking Up,POINT(40.759085 -73.97257),Park Avenue Malls at 53rd Street,40.759085,-73.97257,StreetArt
2094,Sculpture Commemorating International Mother Language Day,POINT(40.752245 -73.968749),,40.752245,-73.968749,StreetArt
2095,Two Orchids,POINT(40.765082 -73.972805),Doris C. Freedman Plaza,40.765082,-73.972805,StreetArt
2096,Untitled (Blind Idealism Is...),POINT(40.747311 -74.0052),,40.747311,-74.0052,StreetArt
2097,DNA Totem,POINT(40.804446 -73.943508),,40.804446,-73.943508,StreetArt
2098,Dee Briggs in Foley Square,POINT(40.714695 -74.002789),,40.714695,-74.002789,StreetArt
2099,Smart Tree,POINT(40.74796 -74.004687),,40.74796,-74.004687,StreetArt
2100,Sunbathers I & II,POINT(40.743399 -74.006995),,40.743399,-74.006995,StreetArt
2101,Wanderlust,POINT(40.748028 -74.004643),,40.748028,-74.004643,StreetArt
2102,Understanding,POINT(40.69302 -74.002017),,40.69302,-74.002017,StreetArt
2103,LANDMARK,POINT(40.768344 -73.936465),,40.768344,-73.936465,StreetArt
2104,Monumental Sculptures at Prospect Park,POINT(40.662824 -73.969413),,40.662824,-73.969413,StreetArt
2105,"Spartan Follies, FLOW.16",POINT(40.781661 -73.926781),,40.781661,-73.926781,StreetArt
2106,"Untitled, FLOW.16",POINT(40.782932 -73.925988),,40.782932,-73.925988,StreetArt
2107,"Hell Gate Cairns, FLOW.16",POINT(40.782308 -73.930478),,40.782308,-73.930478,StreetArt
2108,"Monument to a Missing Island, FLOW.16",POINT(40.783019 -73.934013),,40.783019,-73.934013,StreetArt
2109,Unfurling,POINT(40.745569 -73.946566),PS1 Greenstreet (Jackson Avenue and 46th Avenue),40.745569,-73.946566,StreetArt
2110,Boogie Down Booth,POINT(40.823761 -73.91149),,40.823761,-73.91149,StreetArt
2111,Big Bling,POINT(40.742183 -73.988025),,40.742183,-73.988025,StreetArt
2112,OSS#02 Brooklyn,POINT(40.693179 -73.974098),,40.693179,-73.974098,StreetArt
2113,The Typewriter Project: The Subconscious of the City,POINT(40.721222 -73.952636),,40.721222,-73.952636,StreetArt
2114,MORPHOUS,POINT(40.735845 -73.990373),,40.735845,-73.990373,StreetArt
2115,Boundless - The Women of the Mansion,POINT(40.834466 -73.938677),Morris-Jumel Mansion,40.834466,-73.938677,StreetArt
2116,Meridian (Gold),POINT(40.742476 -73.960566),,40.742476,-73.960566,StreetArt
2117,Model to Monument (M2M),POINT(40.776244 -73.991359),,40.776244,-73.991359,StreetArt
2118,NEVERENDINGOGO,POINT(40.794161 -73.931045),116th Street,40.794161,-73.931045,StreetArt
2119,TotemOh,POINT(40.794209 -73.931004),116th street,40.794209,-73.931004,StreetArt
2120,Language of Things,POINT(40.713219 -74.006427),,40.713219,-74.006427,StreetArt
2121,Studio in the Park: Chance Ecologies: Flushing River,POINT(40.745756 -73.847064),,40.745756,-73.847064,StreetArt
2122,FOLLY: Sticks,POINT(40.76847 -73.93664),,40.76847,-73.93664,StreetArt
2123,All Along the Watchtower,POINT(40.804533 -73.943517),,40.804533,-73.943517,StreetArt
2124,Golem,POINT(40.804501 -73.943474),,40.804501,-73.943474,StreetArt
2125,Focus,POINT(40.800925 -73.939081),,40.800925,-73.939081,StreetArt
2126,Lotus,POINT(40.802379 -73.941569),,40.802379,-73.941569,StreetArt
2127,When I Grow Up,POINT(40.701129 -73.989733),At Washington and Prospect Streets,40.701129,-73.989733,StreetArt
2128,Golden Pears,POINT(40.863907 -73.932245),,40.863907,-73.932245,StreetArt
2129,Studio in the Park,POINT(40.673978 -73.943838),,40.673978,-73.943838,StreetArt
2130,Persieverrance,POINT(40.859704 -73.931697),,40.859704,-73.931697,StreetArt
2131,Rene,POINT(40.678202 -74.017865),,40.678202,-74.017865,StreetArt
2132,The Parking Meters Project,POINT(40.584108 -73.815855),,40.584108,-73.815855,StreetArt
2133,Bronx Tracks,POINT(40.825134 -73.91569),,40.825134,-73.91569,StreetArt
2134,bench V (basics),POINT(40.860921 -73.933017),,40.860921,-73.933017,StreetArt
2135,"Who's Afraid to Listen to Red, Black and Green&Alpha;",POINT(40.803154 -73.960416),,40.803154,-73.960416,StreetArt
2136,"A particularly elaborate imba yokubikira, or kitchen house, stands locked up while its owners live in diaspora",POINT(40.804741 -73.942278),,40.804741,-73.942278,StreetArt
2137,Sentra,POINT(40.818547 -73.948071),,40.818547,-73.948071,StreetArt
2138,Black Rock Negative Energy Absorber,POINT(40.824936 -73.942112),,40.824936,-73.942112,StreetArt
2139,MEMORIAL,POINT(40.765082 -73.972805),Doris C. Freedman Plaza,40.765082,-73.972805,StreetArt
2140,Tripod,POINT(40.862233 -73.933206),,40.862233,-73.933206,StreetArt
2141,Art Slope,POINT(40.660137 -73.969198),,40.660137,-73.969198,StreetArt
2142,Garden Centennial Exhibition,POINT(40.871874 -73.805704),Bartow-Pell Mansion Museum and Gardens,40.871874,-73.805704,StreetArt
2143,Studio in the Park: Queens Creative Solidarity: Flushing Meadows Corona Park: What It's Worth,POINT(40.745873 -73.846772),,40.745873,-73.846772,StreetArt
2144,Playground Parachutes,POINT(40.725264 -74.002527),,40.725264,-74.002527,StreetArt
2145,Broadway Billboard: APPLAUSE,POINT(40.76837 -73.936499),,40.76837,-73.936499,StreetArt
2146,Concave Room for Bees,POINT(40.768549 -73.93641),,40.768549,-73.93641,StreetArt
2147,EAF16: Emerging Artist Fellowship Exhibition,POINT(40.768212 -73.936359),,40.768212,-73.936359,StreetArt
2148,Tree Reflections,POINT(40.501779 -74.252255),,40.501779,-74.252255,StreetArt
2149,Beyond the Edge,POINT(40.75303 -73.96955),,40.75303,-73.96955,StreetArt
2150,Little Oil Well,POINT(40.714761 -73.983457),,40.714761,-73.983457,StreetArt
2151,Spirit of New York City,POINT(40.775544 -73.944272),,40.775544,-73.944272,StreetArt
2152,Wishing Well,POINT(40.867252 -73.922765),Dyckman Farmhouse Museum,40.867252,-73.922765,StreetArt
2153,Untitled,POINT(40.713249 -73.938884),Olive Street Garden,40.713249,-73.938884,StreetArt
2154,Monument to the Unelected,POINT(40.664445 -73.963658),Lefferts Historic House,40.664445,-73.963658,StreetArt
2155,New York Made: Stanton Street Courts,POINT(40.722191 -73.991326),,40.722191,-73.991326,StreetArt
2156,Double Doily,POINT(40.745568 -73.946569),PS1 Greenstreet (Jackson Avenue and 46th Avenue),40.745568,-73.946569,StreetArt
2157,...and We Breath,POINT(40.896644 -73.892342),,40.896644,-73.892342,StreetArt
2158,Birdhouse Repo,POINT(40.723463 -73.989835),,40.723463,-73.989835,StreetArt
2159,We Were Strangers Once Too,POINT(40.758693 -73.985123),46th Street and 7th Avenue,40.758693,-73.985123,StreetArt
2160,Hippo Ballerina,POINT(40.771925 -73.982535),,40.771925,-73.982535,StreetArt
2161,Sculptural Models for the High Line Plinth,POINT(40.742061 -74.007818),,40.742061,-74.007818,StreetArt
2162,Open House,POINT(40.765082 -73.972805),Doris C. Freedman Plaza,40.765082,-73.972805,StreetArt
2163,the floaters,POINT(40.747334 -74.005167),,40.747334,-74.005167,StreetArt
2164,Light Spectrum,POINT(40.766083 -73.829394),,40.766083,-73.829394,StreetArt
2165,Morpho's Nest in the Cadmium House,POINT(40.759681 -73.972145),Park Avenue Malls from 52nd Street to 56th Street,40.759681,-73.972145,StreetArt
2166,Descension,POINT(40.703016 -73.994944),,40.703016,-73.994944,StreetArt
2167,Mutations,POINT(40.748028 -74.004643),,40.748028,-74.004643,StreetArt
2168,"Island of Empirical Data and Other Fabrications, FLOW.17",POINT(40.78522 -73.935262),,40.78522,-73.935262,StreetArt
2169,Joy Brown on Broadway,POINT(40.7886492 -73.9762119),Broadway Malls from 72nd Street to 166th Street,40.7886492,-73.9762119,StreetArt
2170,Flame,POINT(40.760939 -73.964251),,40.760939,-73.964251,StreetArt
2171,chess: relatives,POINT(40.741043 -74.008037),,40.741043,-74.008037,StreetArt
2172,"Hop, Skip, Jump, and Fly: Escape From Gravity",POINT(40.755015 -74.005988),,40.755015,-74.005988,StreetArt
2173,Reflections,POINT(40.803304 -73.959578),,40.803304,-73.959578,StreetArt
2174,Tripod,POINT(40.867252 -73.922765),,40.867252,-73.922765,StreetArt
2175,On the Rock 2017: An Exhibition of Sculpture,POINT(40.583388 -73.815443),Rockaway Beach and Boardwalk,40.583388,-73.815443,StreetArt
2176,Neighborhood Stories,POINT(40.765589 -73.940413),,40.765589,-73.940413,StreetArt
2177,Prismatic Park,POINT(40.742126 -73.988014),,40.742126,-73.988014,StreetArt
2178,The Family Imprint,POINT(40.700798 -73.989798),At Washington and Prospect Streets,40.700798,-73.989798,StreetArt
2179,Danielle,POINT(40.670752 -73.962004),,40.670752,-73.962004,StreetArt
2180,Flying High for Equality,POINT(40.827284 -73.923337),,40.827284,-73.923337,StreetArt
2181,Circadia,POINT(40.689964 -73.976987),,40.689964,-73.976987,StreetArt
2182,Constellation,POINT(40.71428 -73.988712),,40.71428,-73.988712,StreetArt
2183,LINOUQ,POINT(40.793179 -73.9372),,40.793179,-73.9372,StreetArt
2184,Conocer y Compartir-We Find Each Other,POINT(40.746213 -73.845516),,40.746213,-73.845516,StreetArt
2185,Magnolia,POINT(40.801081 -73.962894),,40.801081,-73.962894,StreetArt
2186,The Conversation Sculpture,POINT(40.688973 -73.947504),,40.688973,-73.947504,StreetArt
2187,Common Ground,POINT(40.702623 -73.803588),,40.702623,-73.803588,StreetArt
2188,EL DORADO - The New Forty-Niners,POINT(40.649893 -74.00503),,40.649893,-74.00503,StreetArt
2189,EARTH POTENTIAL,POINT(40.712419 -74.006422),,40.712419,-74.006422,StreetArt
2190,Astoria Heights Park Little Library,POINT(40.779936 -73.920891),,40.779936,-73.920891,StreetArt
2191,The Giant Flowers,POINT(40.684346 -73.88677),,40.684346,-73.88677,StreetArt
2192,"Enlightenment, Unity and Freedom",POINT(40.697574 -73.917121),,40.697574,-73.917121,StreetArt
2193,Mariposas Lamps,POINT(40.640988 -74.135893),,40.640988,-74.135893,StreetArt
2194,Sea Paddles,POINT(40.76736 -73.971376),,40.76736,-73.971376,StreetArt
2195,What a Wonderful World,POINT(40.7202119 -74.0057044),,40.7202119,-74.0057044,StreetArt
2196,Daylighting,POINT(40.833185 -73.862551),,40.833185,-73.862551,StreetArt
2197,Studio in the Park: What Is Wild,POINT(40.746238 -73.846251),,40.746238,-73.846251,StreetArt
2198,One Map of Many Moments,POINT(40.691587 -73.975522),,40.691587,-73.975522,StreetArt
