,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
126,One Aldwych,Hotels,4.0,£££,1 Aldwych,51.5119246,-0.1193851,https://www.yelp.com/biz/one-aldwych-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OoUu79Tr6D15IyAl9F7NPA
127,The Kensington Gardens Hotel,Hotels,4.5,£,9 Kensington Gardens Square,51.5133583,-0.1900571,https://www.yelp.com/biz/the-kensington-gardens-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_EaXEfvYjQWpt5BtqXbV9g
128,The West Cromwell Hotel,Hotels,,,66 West Cromwell Road,51.4934767,-0.1992482,,
129,Ridgemount Hotel,Hotels,4.0,££,65-67 Gower Street,51.521786,-0.13222,https://www.yelp.com/biz/ridgemount-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hapu8YaZppNgULBFetuxPg
130,Jesmond Hotel,Hotels,4.0,££,63 Gower Street,51.5216824,-0.131966,https://www.yelp.com/biz/jesmond-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vj1jvQ1ltnXevArL5HvgFg
131,Jesmond Dene Hotel,Hotels,3.5,££,27-27a Argyle Street,51.5290213,-0.1233304,https://www.yelp.com/biz/jesmond-dene-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,6Y6ErBGwJjWwsbA1OHj8pQ
132,Princess Hotel,Hotels,5.0,££,35-37 Argyle Street,51.5289363,-0.1232505,https://www.yelp.com/biz/princess-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,s8DYhX_JL_7gtgCEZy6QcA
133,Hilton London Canary Wharf,Hotels,4.5,£££,South Quay,51.500929,-0.01973,https://www.yelp.com/biz/hilton-london-canary-wharf-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QQmTdk1Mgb9x1PFlRsN1sg
134,Alhambra Hotel,Hotels,4.0,££,17-19 Argyle Street,51.5293381,-0.1236626,https://www.yelp.com/biz/alhambra-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SJZbFo89ONAvHujafLbGdQ
135,Coach & Horses Hotel,Hotels,3.5,££,8 Kew Green,51.483189976606,-0.28649884633083,https://www.yelp.com/biz/coach-and-horses-hotel-richmond?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,YXExgepcpEurO3JPKkIfMg
136,Radisson,Hotels,4.0,£££,20 Mercer Street,51.513951,-0.127117,https://www.yelp.com/biz/radisson-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,87L4PxozU_bncE7SHHkelQ
137,Hotel Indigo,Hotels,4.5,££,16 London Street,51.5151159,-0.17403,https://www.yelp.com/biz/hotel-indigo-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0-uw5Y2_2UXyQR2Z2Lk1pA
138,Harlingford Hotel,Hotels,4.0,££,61-63 Cartwright Gardens,51.5260951,-0.1261868,https://www.yelp.com/biz/harlingford-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xqGynJcWIF6-jl9i69phOw
139,Crescent Hotel,Hotels,4.5,£,49-50 Cartwright Gardens,51.5262838,-0.1270723,https://www.yelp.com/biz/crescent-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4IUl4e0IdHm7C-tZzzPLhw
140,The Sumner Hotel,Hotels,4.0,££,54 Upper Berkeley Street,51.5152138,-0.1608312,https://www.yelp.com/biz/the-sumner-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,8ehiJFYEG49xxDAxuXglwQ
141,Conrad London St. James,Hotels,4.5,£££,22 - 28 Broadway,51.499352,-0.132922,https://www.yelp.com/biz/conrad-london-st-james-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TKh-jjknmqz8DeoFXtZZBw
142,"The Trafalgar St. James, Curio Collection by Hilton",Hotels,3.5,£££,2 Spring Gardens,51.5073702861629,-0.129121295037066,https://www.yelp.com/biz/the-trafalgar-st-james-curio-collection-by-hilton-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,RvfgwrRK7qPVTHsTln_-cQ
143,St David's Hotels,Hotels,3.5,££,14-20 Norfolk Square,51.516004,-0.173908,https://www.yelp.com/biz/st-davids-hotels-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_jFVWny91oy62o5uNIvSSw
144,Henley House,Hotels,4.0,££,30 Barkston Gardens,51.4921378,-0.1914864,https://www.yelp.com/biz/henley-house-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bCyN0sgxjM8Aa2ZtEmY8Nw
145,K+K Hotel George,Hotels,4.5,££,1-15 Templeton Place,51.4921,-0.19529,https://www.yelp.com/biz/k-k-hotel-george-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1H9Uqnpqti9rPZ4B2Pw7fQ
146,Royal Park Hotel,Hotels,4.5,£££,3 Westbourne Terrace,51.5140501,-0.1765312,https://www.yelp.com/biz/royal-park-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,3KYZAtAgFqjIESnPGBt2Jw
147,Dean Street Townhouse,Hotels,4.0,£££,69-71 Dean st,51.51350193,-0.13258903,https://www.yelp.com/biz/dean-street-townhouse-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Lh2PswtgZdaZhbxg_YSUcw
148,Aster House,Hotels,4.5,£££,3 Sumner Place,51.4925736,-0.1754493,https://www.yelp.com/biz/aster-house-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,6nApL63kBo4oEFA-H3PMzw
149,Limetree Hotel,Hotels,4.0,££,135-137 Ebury Street,51.4932719,-0.1500756,https://www.yelp.com/biz/limetree-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bq4MyM1GISMEE2JJA8LP1g
150,Gower House Hotel,Hotels,3.0,£,57 Gower Street,51.5215474,-0.1318161,https://www.yelp.com/biz/gower-house-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WkLEiLIM67bBIhf6G3fGbw
151,The Soho Hotel,Hotels,4.0,£££,4 Richmond Mews,51.513944,-0.133896,https://www.yelp.com/biz/the-soho-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DBkxwMryWb2zvhRSu7wmBg
152,The Windermere - Hotel & Brasserie,Hotels,4.5,££,142-144 Warwick Way,51.490359,-0.145936,https://www.yelp.com/biz/the-windermere-hotel-and-brasserie-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,oEp8Z5OyrTpK5jl-nSuglQ
153,Lincoln House Hotel,Hotels,4.0,££,33 Gloucester Place,51.51759,-0.158048,https://www.yelp.com/biz/lincoln-house-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vCnwGIj73ixitVM5lA_cFQ
154,The Bloomsbury Hotel,Hotels,4.0,££££,16-22 Great Russell Street,51.5171420898507,-0.1290839910507,https://www.yelp.com/biz/the-bloomsbury-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,RshDXZKYqY6-ru8dzqpm_g
155,Oakley Hotel,Hotels,3.5,££,73 Oakley Street,51.484772,-0.168646,https://www.yelp.com/biz/oakley-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,iE6JM0o8ALjlB76QvjH20A
156,B+B Belgravia,Hotels,3.0,££,64-66 Ebury Street,51.4944745,-0.1490956,https://www.yelp.com/biz/b-b-belgravia-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LL8oKPc8BAJaPAEBdRHnEA
157,Olympic House,Hotels,3.5,££,138-140 Sussex Gardens,51.5154356,-0.1729402,https://www.yelp.com/biz/olympic-house-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,I-9u_WC-WBqlsNSJ324f3A
158,St  Athans Hotel,Hotels,4.0,£££,20 Tavistock Place,51.5251934106446,-0.126380119252758,https://www.yelp.com/biz/st-athans-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bboAeHONuSFE27CqPxgsMQ
159,Marble Arch Inn,Hotels,2.0,££,49-50 Upper Berkeley Street,51.51511,-0.161592,https://www.yelp.com/biz/marble-arch-inn-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hhN8KFYprSDxmiCUBX8QAw
160,Me,Hotels,4.0,£££,Strand,51.5118462758476,-0.118709250331904,https://www.yelp.com/biz/me-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,M2zf3hZItPnI75hmNyCY0w
161,Hilton London Metropole,Hotels,3.0,£££,225 Edgware Road,51.5193983134154,-0.169682935447581,https://www.yelp.com/biz/hilton-london-metropole-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Rgg191-6wVMZImQWmZX5Xg
162,Avonmore Hotel,Hotels,,,57 Cartwright Gardens,51.5262344,-0.1269806,,
163,The Stafford London,Hotels,5.0,££££,16-18 St James's Place,51.505918,-0.140391,https://www.yelp.com/biz/the-stafford-london-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SXUptNI-yemUbrImbl66Ow
164,Novotel,Hotels,3.0,££,1 Shortlands,51.4919196,-0.2209354,https://www.yelp.com/biz/novotel-london-15?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,h50MW-NyPbR9aK-c1PzrIg
165,Coronation Hotel,Hotels,,,59 Nevern Square,51.492861,-0.196802,,
166,The Hyde Park Radnor Hotel,Hotels,3.5,££,7-9 Sussex Place,51.514545,-0.172641,https://www.yelp.com/biz/the-hyde-park-radnor-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,cmR8-WWi7n7h1c4l2-foRg
167,New Linden Hotel,Hotels,3.0,££,59 Leinster Square,51.5134506,-0.1937141,https://www.yelp.com/biz/new-linden-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jRAnL4nPczO2JvNvsTE8wg
168,Number Sixteen,Hotels,4.0,££££,16 Sumner Place,51.493083293133,-0.175445396683422,https://www.yelp.com/biz/number-sixteen-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,I0u3rVZNykXLsrjwk_h_gw
169,Dawson House Hotel,Hotels,,,72 Canfield Gardens,51.544256,-0.186507,,
170,Pavilion Hotel,Hotels,4.0,£££,34-36 Sussex Gardens,51.517925,-0.168513,https://www.yelp.com/biz/pavilion-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Wqn9iFKqiOeDJ5Om1y0ssw
171,Shakespeare Hotel,Hotels,3.0,££,Norfolk Square,51.516004,-0.173908,https://www.yelp.com/biz/shakespeare-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,kxjVmqI3HmDttZ-A-9PojQ
172,Radisson Blu Edwardian Vanderbilt,Hotels,3.5,££,68-86 Cromwell Road,51.4951584,-0.182347,https://www.yelp.com/biz/radisson-blu-edwardian-vanderbilt-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NJrRi_DHpZhUudHzxZUmNA
173,The Queens Hotel,Hotels,3.5,£,33 Anson Road,51.5549861,-0.1325628,https://www.yelp.com/biz/the-queens-hotel-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,AcZriM33FsJYHydVhDAXvQ
174,Bluedaws Private Hotel,Hotels,5.0,££,133-135 Sussex Gardens,51.5151562,-0.1720422,https://www.yelp.com/biz/bluedaws-private-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,lIQ4U5CitbWVKbWgu_0n_A
175,Apollo Hotel,Hotels,1.5,££,64 Queensborough Terrace,51.511265,-0.18495,https://www.yelp.com/biz/apollo-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,aggqfapyiE6z0u8KJILDcg
176,Euro Hotel Harrow,Hotels,,,417 Pinner Road,51.5848,-0.360146,,
177,Hilton London Heathrow Airport,Hotels,3.5,£££,Terminal 4,51.4590170250178,-0.441130079692812,https://www.yelp.com/biz/hilton-london-heathrow-airport-hounslow?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JcJw63zxq1cWLIsxVM8ndQ
178,City Hotel London,Hotels,4.0,££,12-20 Osborn Street,51.5165291,-0.0697546,https://www.yelp.com/biz/city-hotel-london-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_Xfm8atGVbtwMZI7gYsMkg
179,Central Hotel,Hotels,3.0,££,16 - 18 Argyle Street,51.529208,-0.123987,https://www.yelp.com/biz/central-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,KIj-NH1qFR2pov1SLa7FUg
180,Chrysos Hotel,Hotels,3.0,£,25-27 Norfolk Square,51.5157962,-0.1727228,https://www.yelp.com/biz/chrysos-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1g5e5xEEy5fKn7NCbCggxQ
181,Grosvenor Hotel,Hotels,3.5,£££,101 Buckingham Palace Road,51.49576,-0.14551,https://www.yelp.com/biz/grosvenor-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,01g9FYZKvGeNViNjAY4Oeg
182,Glenlyn Hotel,Hotels,4.5,££,4 Woodside Park Road,51.617337,-0.1772059,https://www.yelp.com/biz/glenlyn-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QIcS5MfuLWG2k92x_l02_g
183,easyHotel - Victoria,Hotels,3.5,£,34-40 Belgrave Road,51.4920332,-0.1421055,https://www.yelp.com/biz/easyhotel-victoria-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xxOLQvRBVjUCVKb2wjl-VA
184,Comfort Inn King Cross,Hotels,2.5,££,2-5 St Chad's Street,51.5300526178655,-0.121316313743591,https://www.yelp.com/biz/comfort-inn-king-cross-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,b3Cr4W1I1cVGcrvfKM_3Pw
185,Hotel Meridiana,Hotels,3.5,££,43-44 Argyle Square,51.528975,-0.122901,https://www.yelp.com/biz/hotel-meridiana-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,oF2Bw0_Bo2iRvz9G8H3SFA
186,Luna Simone Hotel,Hotels,4.5,££,47-49 Belgrave Road,51.490892,-0.138727,https://www.yelp.com/biz/luna-simone-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5T_87ChJ4auLW1HrUD2ONA
187,Belgravia Hotel,Hotels,2.0,££,118 Ebury Street,51.4933182,-0.1505076,https://www.yelp.com/biz/belgravia-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wtuG6p5VztkShICJIugfag
188,"The Capital Hotel, Apartments and Townhouse",Hotels,4.5,£££,22-24 Basil Street,51.49996,-0.16146,https://www.yelp.com/biz/the-capital-hotel-apartments-and-townhouse-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,50xBkYgaecoki59YnBH7Yg
189,Berkeley Court Hotel,Hotels,3.0,£,22 Upper Berkeley Street,51.5153093,-0.1600287,https://www.yelp.com/biz/berkeley-court-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vu0O1RA2cKxrqAY-O18tyw
190,Park Plaza Westminster Bridge London,Hotels,3.5,£££,200 Westminster Bridge Road,51.500945128618,-0.116817394584042,https://www.yelp.com/biz/park-plaza-westminster-bridge-london-london-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,uZ7itHFaLK1tYm8WP0hLqA
191,St Simeon,Hotels,2.0,££,38 Harrington Gardens,51.492603,-0.186546,https://www.yelp.com/biz/st-simeon-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,m6YpBNCgo0eU01IcWoZqsQ
192,Best Western Mornington Hotel,Hotels,3.5,££,12 Lancaster Gate,51.512107,-0.178359,https://www.yelp.com/biz/best-western-mornington-hotel-london-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BK_KGlfEC-jw_o02PzLDpA
193,Qbic Hotel ,Hotels,4.0,££,42 Adler Street,51.5164912,-0.0680791,https://www.yelp.com/biz/qbic-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5oWQBVotAM09PzhRYa8xUg
194,Royal Gurkha,Indian,4.0,££,The Fox On The Hill,51.2696282358107,-0.211122035980225,https://www.yelp.com/biz/royal-gurkha-lower-kingswood?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_FGjeuIdYQ2CZDYlCdpXlA
195,Tamasha Restaurant,Indian,4.0,£££,131 Widmore Road,51.407033699541,0.026911100006131,https://www.yelp.com/biz/tamasha-restaurant-bromley?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,aNfZXd24MW_q8EI028Awew
196,The New Inn,Pubs,3.5,££,2 Allitsen Road,51.535448505439,-0.1660665601002,https://www.yelp.com/biz/the-new-inn-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DeUqSKVv0kv6VNlsq3MF-g
197,The Windmill on the Common,Pubs,3.5,££,Clapham Common South Side,51.4567564,-0.145756,https://www.yelp.com/biz/the-windmill-on-the-common-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,a_RqpatASwFTkvlEsMG_wQ
198,Victoria Inn,Pubs,3.5,£,78 Hill Rise,51.457403,-0.30404,https://www.yelp.com/biz/victoria-inn-richmond?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Fml84EmlhhXgyF-07ueaBQ
199,LSE Grosvenor House,Vacation Rentals,,,141-143 Drury Lane,51.5143465191805,-0.121290050331936,,
